Track_Artist,Track,Artist,Release Date,Release Year,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Stimmung,Tempo,Key,Mode,Energy,Danceability,Beats per Bar,Track-URI,Album,Track-Popularity,Track-Bild,Artist-URI,Follower,Genre,Popularity,Artist-Bild
Famous FriendsChris Young,Famous Friends,Chris Young,11/20/2020,2020,USRN11900062,4235,20.5,177734775,2558,8683788,60,37838695,220814,22259,7070216,62353303,93781468,36,313376,180,5,90079,23,94945469,14994,,651327,0,upbeat,102,F♯/G♭­,major,high energy,somewhat danceable,4,00KyYtT6NaXwbPecina5Pj,Famous Friends,60,https://i.scdn.co/image/ab67616d0000b273d9989e800965709db6403518,4BYxqVkZyFjtik7crYLg5Q,2830616,country,66,https://i.scdn.co/image/ab6761610000e5eb51ee8748bfa263f595857c28
To the BonePamungkas,To the Bone,Pamungkas,6/14/2019,2019,FR2X41995983,4221,20.5,442614126,39861,12416351,72,461577619,2914234,91265,149476116,1424731067,45212529,10,3292,,,,,,,,403782,0,exuberant,140,G,minor,high energy,very danceable,4,3pCt2wRdBDa2kCisIdHWgF,Flying Solo,75,https://i.scdn.co/image/ab67616d0000b2738540f1aa50ce035b4e9cdfa7,7d86ERlvO5UG44j7Va0Y0C,6219213,indonesian indie,69,https://i.scdn.co/image/ab6761610000e5eb04f688fba103fef045ffda54
Turn Me On (feat. Vula)Riton,Turn Me On (feat. Vula),Riton,9/13/2019,2019,GBCEN1900052,423,20.5,399276193,102234,31645383,64,60323387,518058,34167,3411947,36313288,44798495,114,130822,25,76,736094,15,3432852,1375,,5471296,0,,,,,,,,,,,,,,,,
AlkoolMelinda Ademi,Alkool,Melinda Ademi,4/15/2024,2024,GX7852400218,4227,20.5,1761843,311,30479,,26145236,11463,,,,,1,,,,,,,,,20972,0,,,,,,,,,,,,,,,,
Come Through (feat. Chris Brown)H.E.R.,Come Through (feat. Chris Brown),H.E.R.,4/23/2021,2021,USRC12100712,4238,20.5,172986367,40246,8921857,56,103030772,1128489,21608,2875398,26458622,22239303,72,101246,156,25,89707,36,93062258,18391,,1353202,1,,,,,,,,,,,,,,,,
Mi Niï¿½Wisin,Mi Niï¿½,Wisin,9/23/2020,2020,QMBZ92014731,4234,20.5,400985699,62355,13993469,60,251851094,1816301,,,,12732039,58,24906,46,18,148048,16,12216631,2063,,985993,0,,,,,,,,,,,,,,,,
Pretty GirlsFrenna,Pretty Girls,Frenna,3/14/2024,2024,NLG662400072,4252,20.5,28452972,6696,5408775,69,3402827,17861,,,,2606582,7,3986,,9,464315,,227,,,49939,0,,,,,,,,,,,,,,,,
In This DarknessClara La San,In This Darkness,Clara La San,1/29/2023,2023,QZFZ62368273,4241,20.5,138987928,27997,4821947,5,56123070,52176,82593,21715531,125057113,101,1,33,,1,245,,392407,389,,952142,0,,,,,,,,,,,,,,,,
Gangsta's Paradise (feat. L.V.)Coolio,Gangsta's Paradise (feat. L.V.),Coolio,8/11/2023,2023,USTB12300126,2128,31.2,1666699743,7,2021,13,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Mama (with Skilla Baby & Tay B)Rob49,Mama (with Skilla Baby & Tay B),Rob49,8/4/2023,2023,USA2P2330132,424,20.5,15885603,5781,2276683,53,9303252,103569,2638,2629769,17072834,,4,49615,111,2,683267,3,4964003,2127,4147498,692423,1,,,,,,,,,,,,,,,,
"I'm A Star - From ""Wish""Wish - Cast","I'm A Star - From ""Wish""",Wish - Cast,11/8/2023,2023,USWD12328243,4249,20.5,15085389,1102,7158675,,259533,2536,6594,688861,16745620,,8,14,,1,18,,285437,539,,2591,0,,,,,,,,,,,,,,,,
ııııııııııııııııııııııııııııııııııııııııııııı,ııııııııııııııııııııııııııı,ıııııııııııııııııı,4/28/2023,2023,THSOH2302594,4222,20.5,4943057,1054,162895,46,127116431,446428,4336,9609256,140922309,,,,,,,,,,,13291,0,,,,,,,,,,,,,,,,
SundressA$AP Rocky,Sundress,A$AP Rocky,11/20/2018,2018,USRC11803252,4256,20.5,595930584,153078,26248264,80,47780609,656845,14062,4253139,37094174,162174,27,18,,45,131564,12,1764060,667,,903716,1,,,,,,,,,,,,,,,,
But I Got A Beer In My HandLuke Bryan,But I Got A Beer In My Hand,Luke Bryan,5/5/2023,2023,USUG12302602,4255,20.5,36475819,6175,3480683,53,1589418,14475,2242,488118,8897673,,15,123864,30,4,170912,19,30257772,3927,,206562,0,,,,,,,,,,,,,,,,
No Friends In The IndustryDrake,No Friends In The Industry,Drake,9/3/2021,2021,USUG12104408,4267,20.4,219008713,75763,15186307,62,45087615,436734,18678,7831496,99452041,21726724,38,4525,77,8,137842,8,32145840,6808,,618189,1,,,,,,,,,,,,,,,,
Lahore BrandMazhar Rahi,Lahore Brand,Mazhar Rahi,5/1/2022,2022,TCAGE2246215,4278,20.4,49081,17,211,14,3815187,25561,2500670,17004348,258152598,,,,,,,,,,,8894,0,,,,,,,,,,,,,,,,
CloudedBrent Faiyaz,Clouded,Brent Faiyaz,2/7/2020,2020,QM24S1927163,4264,20.4,556176640,8618,14946584,75,53515473,406554,59652,39850870,203313460,,21,48,6,1,5286,1,15516583,12748,15539564,478489,1,,65,D,major,low energy,somewhat danceable,3,2J6OF7CkpdQGSfm1wdclqn,Fuck The World,77,https://i.scdn.co/image/ab67616d0000b2736a463f436bbf07f3c9e8c62a,3tlXnStJ1fFhdScmQeLpuG,7024949,r&b,84,https://i.scdn.co/image/ab6761610000e5ebe187dca750abfd3688836309
ııııııYOASOBI,ıııııı,YOASOBI,9/29/2023,2023,JPP302300523,1643,36.1,84848838,10799,2566936,71,154044793,1201477,,710027,13039709,549624403,9,335,,1,20798,4,1413,,,145925,0,,,,,,,,,,,,,,,,
Mua!Barracca Republic,Mua!,Barracca Republic,1/31/2021,2021,USCGH2142682,4261,20.4,3739,1,3,1,,,4300000,27781327,504872722,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Day 'N' Nite (nightmare)Kid Cudi,Day 'N' Nite (nightmare),Kid Cudi,1/1/2009,2009,USUM70957500,4277,20.4,836986096,185976,32031700,64,348950018,2261189,2738,12146399,87179494,217960715,90,16944,205,17,219233,5,675329188,430587,3925477,2984024,1,upbeat,138,B,minor,average energy,very danceable,4,60PAzFNW3vAiAiVK6DRJfB,Man On The Moon: The End Of Day (Int'l Version),69,https://i.scdn.co/image/ab67616d0000b273713f297a7bdc1d48971062b2,0fA0VVWsXO9YnASrzqfmYu,7379319,,79,https://i.scdn.co/image/ab6761610000e5eb876faa285687786c3d314ae0
El Gavilï¿½Luis R Conriquez,El Gavilï¿½,Luis R Conriquez,10/21/2022,2022,USANG2216030,4282,20.4,350440369,24886,11413202,72,92967556,709386,522,11077840,128910215,,11,21,,3,330705,5,13224203,1933,,264907,0,,,,,,,,,,,,,,,,
ShootoutIzzamuzzic,Shootout,Izzamuzzic,6/29/2022,2022,US3DF2266823,4276,20.4,130356067,36554,7213291,63,47933349,701867,392301,96942439,912236577,,12,1356,3,,,3,,,,2634134,0,,87,,,energy,danceable,,4pTkDIlpFNoeWbahu8pVXW,Shootout,65,https://i.scdn.co/image/ab67616d0000b27354d374dbb7b252ff601baf2e,19jObimIilJZiC5dNBmc9R,1002,,38,https://i.scdn.co/image/ab67616d0000b273ac925b880a39c9dc25ea0100
La kiffanceNaps,La kiffance,Naps,2/26/2021,2021,FR10S2128331,4271,20.4,224163089,45837,4034090,60,250952705,1213244,168782,41456214,443031452,3155590,43,16408,,20,1758780,10,,,959148,1206078,1,,,,,,,,,,,,,,,,
Tak Ingin UsaiKeisya Levronka,Tak Ingin Usai,Keisya Levronka,5/13/2022,2022,IDUM72200112,4281,20.4,265767551,15498,5060429,63,154689466,1539974,609748,273895600,3276084075,45889,16,5371,,,,,,,,223331,0,,,,,,,,,,,,,,,,
Gimme LoveJoji,Gimme Love,Joji,4/10/2020,2020,ZZOPM2002154,4262,20.4,379518360,101883,12544781,21,127485188,2075278,289937,104902966,653804560,446457,26,3011,18,18,56573,12,2680360,5712,,575207,0,melancholic,127,F,major,high energy,somewhat danceable,3,0eF8TYM3rYzdS26URcs4U6,Nectar,67,https://i.scdn.co/image/ab67616d0000b273f733e50079838090eebc3fe4,3MZsBdqDrRTJihTHQrO6Dq,10029220,,79,https://i.scdn.co/image/ab6761610000e5eb4111c95b5f430c3265c7304b
Wet (She Got Thatï¿½ïYFN Lucci,Wet (She Got Thatï¿½ï,YFN Lucci,2/14/2020,2020,USUYG1297281,4275,20.4,93229994,24779,2554563,44,143927230,1205650,2540017,233884067,1572821812,2689828,14,4051,,8,9537,1,64655444,33582,,602271,1,,,,,,,,,,,,,,,,
BodyRuss Millions,Body,Russ Millions,3/25/2021,2021,GBAHS2100158,4272,20.4,139377440,6782,5628995,55,121680881,2182395,357406,235829803,1968763986,96246226,25,5527,,7,56816,,142285,815,,2656896,1,,,,,,,,,,,,,,,,
VOIDMelanie Martinez,VOID,Melanie Martinez,3/29/2023,2023,USAT22220418,4259,20.4,121386649,1717,3091212,56,36712138,1221832,136234,45708060,399701698,4725463,25,25855,16,12,20071,11,2154605,3196,2224291,232347,0,,,,,,,,,,,,,,,,
Lose ItThrough Fire,Lose It,Through Fire,2/14/2023,2023,USYFZ2327704,4273,20.4,301362,311,3487,18,226550416,1992781,16,1337,17823,267731462,2,2856,5,,,,384522,,,,0,,,,,,,,,,,,,,,,
Mercury: RetrogradeGhostemane,Mercury: Retrograde,Ghostemane,9/5/2017,2017,TCADG1741539,4279,20.4,333141510,8932,8824592,66,598853994,8509686,27645,10827772,95172888,5354323,5,26,,5,22479,,13402631,23519,,2175482,1,,,,,,,,,,,,,,,,
"Love You, Miss You, Mean ItLuke Bryan","Love You, Miss You, Mean It",Luke Bryan,4/5/2024,2024,USUG12401524,4274,20.4,8943283,1202,10551304,,,,,,,,15,15198,4,3,327756,10,9230202,849,40328,42299,0,,,,,,,,,,,,,,,,
Last Night LonelyJon Pardi,Last Night Lonely,Jon Pardi,2/17/2022,2022,USUM72200664,4269,20.4,134725621,19072,2970003,65,22650713,114566,3344,1325349,14258097,255579464,8,193502,171,4,132683,18,70178744,2712,,369402,0,,,,,,,,,,,,,,,,
MONEY ON THE DASH - SPED UPElley Duhï¿,MONEY ON THE DASH - SPED UP,Elley Duhï¿,1/20/2023,2023,QZLBC2201771,4268,20.4,179176296,41284,34923502,76,,,373,12038876,156208048,,3,464,,10,212366,4,37491,215,,400805,0,,,,,,,,,,,,,,,,
breathinAriana Grande,breathin,Ariana Grande,8/17/2018,2018,USUM71808582,4258,20.4,633631183,43387,15890645,64,445027001,5513277,1392,14375409,118002159,153280685,50,77909,78,16,187289,9,146212559,57665,,36891,1,somber,100,G♯/A♭­,major,high energy,somewhat danceable,4,4OafepJy2teCjYJbvFE60J,Sweetener,69,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394,66CXWjxzNUsdJxJ2JdwvnR,102968880,pop,93,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0
Every NightJungle,Every Night,Jungle,8/11/2023,2023,QM4TX2336325,427,20.4,5503365,1424,893924,49,139900760,1292201,96,206736,2585272,,1,96,,,,,64816,17,,,0,,,,,,,,,,,,,,,,
Cracker Island (feat. Thundercat)Gorillaz,Cracker Island (feat. Thundercat),Gorillaz,6/22/2022,2022,GBAYE1901301,4263,20.4,98108741,40658,4088272,56,67381975,1403327,24543,8976403,140878884,85425,14,51359,65,8,57196,24,7004275,2838,,451491,0,,,,,,,,,,,,,,,,
Itï¿½ï¿½ï¿½s a beautifTrinix,Itï¿½ï¿½ï¿½s a beautif,Trinix,12/18/2022,2022,FRDKW2208796,4266,20.4,49155460,20079,3448518,57,55753855,819754,5352,70722843,1079671427,,7,1291,,18,200594,,,,,1377954,0,,,,,,,,,,,,,,,,
i'm so tired...Lauv,i'm so tired...,Lauv,1/24/2019,2019,GBKPL1933763,426,20.4,885986482,82322,17357820,66,221704345,2249771,17847,8977069,39158457,243204799,76,46352,71,34,780991,17,31530526,19559,5865868,2767586,0,,,,,,,,,,,,,,,,
Gata Only (Remix)FloyyMenor,Gata Only (Remix),FloyyMenor,6/7/2024,2024,QZNB82432154,428,20.4,3870862,683,16135127,67,,,,,,,13,63,,2,344686,46,92898,38,330,14635,1,,,,,,,,,,,,,,,,
redrum21 Savage,redrum,21 Savage,1/12/2024,2024,USSM12309164,87,164.8,428233003,57311,144298748,,105148629,1762297,872,6732800,43993800,977638660,74,102457,56,48,4037475,60,16802867,11821,,2490071,1,,,,,,,,,,,,,,,,
Smoke Gets in Your EyesThe Platters,Smoke Gets in Your Eyes,The Platters,4/12/2024,2024,FR6F32335350,4745,20.3,106782384,1,25,,,,,,,,,,,,,,,,,,0,somber,112,D♯/E♭­,major,low energy,not very danceable,4,2vSxjnyrWrtxyfzO47EX6q,Remember When?,62,https://i.scdn.co/image/ab67616d0000b2731946f4ef9260e9656376d020,6KWcxMWVNVIYbdOQyJtsSy,813298,doo-wop,61,https://i.scdn.co/image/ab6761610000e5eba0035d75c9430827d6961a9d
so americanOlivia Rodrigo,so american,Olivia Rodrigo,3/22/2024,2024,USUG12401532,43,20.3,76917797,4045,11594722,,5848948,136847,,,,24636245,8,456,81,6,361734,7,725334,1228,170068,,1,,,,,,,,,,,,,,,,
Bus 11 - John Falke RemixColouour,Bus 11 - John Falke Remix,Colouour,1/27/2023,2023,DEEC33500883,4314,20.3,9897,38,1473,1,256358241,559022,,,,,,1,,,,,,,,199,0,,,,,,,,,,,,,,,,
Love GaloreSZA,Love Galore,SZA,4/27/2017,2017,USRC11700886,4313,20.3,817054014,105515,29991191,71,211546057,1832143,24952,14991486,63600775,20771301,204,30527,27,46,380092,60,200840895,102325,,3518675,1,somber,135,C,major,high energy,very danceable,4,0q75NwOoFiARAVp4EXU4Bs,Ctrl,77,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25,7tYKF4w9nC0nq9CsPZTHyP,26238657,r&b,95,https://i.scdn.co/image/ab6761610000e5ebfd0a9fb6c252a3ba44079acf
TakeawayThe Chainsmokers,Takeaway,The Chainsmokers,7/24/2019,2019,USQX91901353,4305,20.3,630875899,83848,18713760,64,245967184,2535205,81557,9566647,45789592,251834799,68,4056,,33,1063865,27,22424470,8924,2384030,2215820,0,,85,,,energy,danceable,,3g0mEQx3NTanacLseoP0Gw,World War Joy,67,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,69GGBxA162lTqCwzJG5jLp,20791931,,82,https://i.scdn.co/image/ab6761610000e5eb44434ab91c37f5407f8e83b6
Needed MeRihanna,Needed Me,Rihanna,1/28/2016,2016,QM5FT1600118,4308,20.3,1483572312,155595,58419207,77,308293523,2383831,46122,15942147,148422686,13709006,159,54013,186,34,724395,66,,,,4076646,1,,111,,,energy,danceable,,4pAl7FkDMNBsjykPXo91B3,ANTI (Deluxe),80,https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,5pKCCKE2ajJHZ9KAiaK11H,64943631,,91,https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789
NUMBXXXTENTACION,NUMB,XXXTENTACION,3/16/2018,2018,USUG11800453,4304,20.3,510136819,76921,16933150,67,201406793,2593226,159509,19500599,202031125,451443,5,50,,6,152394,5,57812824,31756,27128932,1643067,0,melancholic,160,B,minor,average energy,somewhat danceable,4,01TnVDiet1DFTsyWKUKovl,?,70,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,15UsOTVnJzReFVN1VCnxy4,48660304,emo rap,88,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4
HaloBeyoncï¿,Halo,Beyoncï¿,1/1/2008,2008,USSM10804556,4309,20.3,1556326643,167145,91569550,68,311700550,2730131,443385,102283034,1532183215,22141311,213,101536,76,260,1596032,76,525376163,534859,,8440483,0,,,,,,,,,,,,,,,,
Aman Gï¿½ï¿½zel Yavaï¿½ï¿Halodayï¿,Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Halodayï¿,6/23/2023,2023,TRCGH2300003,4295,20.3,110759507,16068,2956360,27,4697020,13304,4344,18043254,607056384,,7,3358,,2,1567383,,,,,51543,0,,,,,,,,,,,,,,,,
"""ıııııı ıııııııııı ""ıııııııııııı ıııı ııııııııııııMyriam Fares","""ıııııı ıııııııııı ""ıııııııııııı ıııı ıııııııııııı",Myriam Fares,3/10/2022,2022,FR10S2273417,431,20.3,7383901,4008,539281,48,351810237,1815957,222,3197303,87012540,726544,1,157,,1,339,,,,,299561,0,,,,,,,,,,,,,,,,
Body (feat. Cash Cobain)A Boogie Wit da Hoodie,Body (feat. Cash Cobain),A Boogie Wit da Hoodie,5/16/2024,2024,USAT22402598,4302,20.3,5758887,1089,6768576,,1641568,38579,,,,381728,14,568,6,2,17925,31,749017,124,503531,,1,,,,,,,,,,,,,,,,
Aquel Nap ZzZzRauw Alejandro,Aquel Nap ZzZz,Rauw Alejandro,6/25/2021,2021,USSD12100290,4286,20.3,231298627,498,5948309,65,109250541,862054,711209,146307858,1133546129,4865954,24,1016,,3,45211,7,10264013,3777,,1241539,1,,,,,,,,,,,,,,,,
Talk My ShitBossMan Dlow,Talk My Shit,BossMan Dlow,3/15/2024,2024,USQX92400857,4289,20.3,24834118,3438,38257716,,12071403,97111,,60180194,403343301,190202256,18,155,73,4,1103518,19,2692005,2921,,247144,1,,,,,,,,,,,,,,,,
Besos En GuerraMorat,Besos En Guerra,Morat,11/3/2017,2017,ES5701700822,4298,20.3,584357975,45274,17822590,71,766215457,3618074,20714,7805933,56940681,3060918,28,10452,,32,132229,12,1616279,1786,,1326169,0,upbeat,144,D,major,high energy,very danceable,4,1mlGScrDQqHqmhdIqE8MmA,Balas Perdidas,75,https://i.scdn.co/image/ab67616d0000b27390fa215e791c13fe9bacb8bc,5C4PDR4LnhZTbVnKWXuDKD,12622807,colombian pop,82,https://i.scdn.co/image/ab6761610000e5eb300488e7d301023f9d92d6cc
Tucson Too LateJordan Davis,Tucson Too Late,Jordan Davis,2/17/2023,2023,USUM72222730,4288,20.3,60355607,4814,13753161,68,4562833,30406,174,27038,458426,1708,9,148522,125,7,1599490,20,18526781,131,,20694,0,,,,,,,,,,,,,,,,
SWIPEALYPH,SWIPE,ALYPH,10/21/2022,2022,SGUM72201016,4312,20.3,12383314,2946,205771,42,16319964,162244,1700011,132676197,1976747330,,4,4203,,1,4686,,,,,63034,0,,,,,,,,,,,,,,,,
The ScientistColdplay,The Scientist,Coldplay,8/5/2002,2002,GBAYE0200772,4294,20.3,1903413912,23933,115908926,79,1864046384,10131009,13619,51824460,481408577,362415693,55,37545,38,217,1116370,79,,,1013140,150106,0,somber,146,F,major,average energy,somewhat danceable,4,75JFxkI2RXiU7L9VXzMkle,A Rush of Blood to the Head,84,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82,4gzpq5DPGxSnKTe4SA8HAU,56123314,,90,https://i.scdn.co/image/ab6761610000e5eb1ba8fc5f5c73e7e9313cc6eb
"DANï¿½ï¿½ARINA (feat. Nicky Jam, MC Pedrinho) - RPEDRO SAMPAIO","DANï¿½ï¿½ARINA (feat. Nicky Jam, MC Pedrinho) - R",PEDRO SAMPAIO,5/13/2022,2022,BRWMB2200601,4301,20.3,100491006,20334,8731399,59,243709,3244,1501663,299220395,3650693327,,11,14565,,26,270425,6,155438,,60644,1111153,0,,,,,,,,,,,,,,,,
Butter PecanYNW Melly,Butter Pecan,YNW Melly,8/24/2018,2018,QMCE31801978,4284,20.3,101094621,22493,1649415,49,133295365,1087349,42102,3861611,23580335,1491333,2,7,,1,4815,,35665847,59897,66994287,338559,1,,130,F,minor,high energy,very danceable,4,4gVX26KwlsIh9Uh7hKIRjp,We All Shine,57,https://i.scdn.co/image/ab67616d0000b27318fe5f786c4a429f47b1b253,1cNDP5yjU5vjeR8qMf4grg,11466237,melodic rap,74,https://i.scdn.co/image/ab6761610000e5eb4da4a196cc973f65b68fe67b
Back to the BeatDJ TikTok,Back to the Beat,DJ TikTok,1/28/2020,2020,TCAEQ2022365,4293,20.3,539984,135,171397,,,,5200000,14193719,344190472,,,,,,,,,,,2409,0,,,,,,,,,,,,,,,,
PickyBanda Coraleï¿½,Picky,Banda Coraleï¿½,12/9/2016,2016,MXUM71602301,429,20.3,575093,42,3697,4,1400964738,4498959,63,149,1188,294281400,,1,,,,,,,,255,0,,,,,,,,,,,,,,,,
DEUTSCHLANDRammstein,DEUTSCHLAND,Rammstein,3/28/2019,2019,DEUM71900524,4296,20.3,460008347,82329,13735008,71,370078966,3950188,19061,2409531,46078194,4657006,43,6949,12,38,25548,23,8786361,5083,,1215795,0,somber,120,G,major,high energy,somewhat danceable,4,2bPGTMB5sFfFYQ2YvSmup0,Rammstein,73,https://i.scdn.co/image/ab67616d0000b27302add2c77fb6999e311a3248,6wWVKhxIU2cEi0K81v7HvP,10780692,industrial metal,79,https://i.scdn.co/image/ab6761610000e5eb32845b1556f9dbdfe8ee6575
Quï¿½ï¿½ Onda PerGerardo Coronel,Quï¿½ï¿½ Onda Per,Gerardo Coronel,2/17/2023,2023,QZDQH2301118,4307,20.3,58284482,7247,4706766,54,79995263,436574,297604,27563004,281657688,,1,1561,16,,,3,35942085,9187,741427,507081,0,,,,,,,,,,,,,,,,
Hot In ItTiï¿½ï¿,Hot In It,Tiï¿½ï¿,6/30/2022,2022,CYA112001102,4306,20.3,220250463,46098,26666028,65,28716329,313494,3275,2514489,36501469,3025039082,103,47231,828,49,789803,43,79093,635,,957417,0,,,,,,,,,,,,,,,,
FazendinhaMundo Bita,Fazendinha,Mundo Bita,10/7/2014,2014,BRYXJ1400006,4303,20.3,65098757,4912,1254932,58,1491394872,4114023,130713,2821294,38845573,195591,7,439,,18,70785,2,6161,,,22219,0,somber,140,E,major,low energy,very danceable,4,34wql54jkOhSmc7Sy7qtYA,Bita e os Animais,61,https://i.scdn.co/image/ab67616d0000b273eea4ef9f20971070a0c7850e,47iSWoNrLjnWCWesR14gL2,360352,lullaby,64,https://i.scdn.co/image/ab6761610000e5ebdcec06a7a9ca3f703bd1f77a
SHOOTING STARXG,SHOOTING STAR,XG,1/25/2023,2023,JPB602104597,4311,20.3,125943110,14415,3931535,66,133114572,2137723,55724,33233076,249544778,12554352,7,1516,,1,1353,5,215482,343,,340269,0,,,,,,,,,,,,,,,,
Te FelicitoGerardo Coronel,Te Felicito,Gerardo Coronel,11/11/2022,2022,QZDQH2204268,2308,29.8,136999598,2515,1614193,57,352276536,848233,,,,38327211,2,463,,,,1,,,,772708,0,,,,,,,,,,,,,,,,
Ruper JaduAlvee,Ruper Jadu,Alvee,5/3/2022,2022,FR96X2235010,4299,20.3,551388,109,15834,19,233792,1334,2506536,38397792,485996018,,,,,,,,,,,22303,0,,,,,,,,,,,,,,,,
Uff Mi AmorLauty Gram,Uff Mi Amor,Lauty Gram,12/27/2022,2022,QZW9N2239197,4297,20.3,18611163,6073,830091,45,59202833,551627,1100000,87867033,1032933643,,1,52,19,,,,9343,,,199485,0,,,,,,,,,,,,,,,,
Kill BillSZA,Kill Bill,SZA,12/8/2022,2022,USRC12204584,68,177.7,1873746537,190202,99546318,82,220538045,3153793,26643,152410048,1284413960,426461749,214,655242,5448,73,1304067,122,57350590,6127,16992932,4873832,0,,,,,,,,,,,,,,,,
ALMAS GEMELASMyke Towers,ALMAS GEMELAS,Myke Towers,7/22/2021,2021,USWL12100336,4285,20.3,247133830,55046,10046042,67,159846081,855877,123897,55519162,423731008,19752293,43,3671,66,11,32605,14,8042376,1468,,611867,0,,,,,,,,,,,,,,,,
SaturnoPablo Alborï¿½,Saturno,Pablo Alborï¿½,6/1/2017,2017,ES5151701359,4283,20.3,495063827,39662,20764682,71,802589099,5029647,233846,114459132,1106585781,83950692,5,6789,2,25,109263,26,5465835,7421,,,0,,,,,,,,,,,,,,,,
"Paulo Londra: Bzrp Music Sessions, Vol. 23Bizarrap","Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,4/25/2022,2022,UYB282201026,4287,20.3,185316307,37273,6180389,59,168590700,5156460,,,,1755128,11,6,36,6,110742,6,28833,,10044,203241,1,,,,,,,,,,,,,,,,
vice cityXXXTENTACION,vice city,XXXTENTACION,1/28/2022,2022,USQX92105542,4343,20.2,111369377,60104,6976080,64,100696513,1725109,365,15618,198631,704154,4,108,2,4,132917,5,927112,1727,,166343,1,,,,,,,,,,,,,,,,
Your Heart Or MineJon Pardi,Your Heart Or Mine,Jon Pardi,9/2/2022,2022,USUM72211354,4329,20.2,129531779,14019,7342329,69,13125721,89641,2642,863627,12561121,57198,8,153263,144,1,8732,2,34744597,3651,893347,446529,0,,,,,,,,,,,,,,,,
Alors on danseStromae,Alors on danse,Stromae,1/1/2009,2009,FRUM70902424,4315,20.2,676325288,186415,35955155,72,852637099,6839325,3675980,295839452,3323603337,84125089,101,41253,,106,1851545,16,20266654,96409,,212724,0,,120,,,energy,danceable,,2GYHyAoLWpkxLVa4oYTVko,Cheese,76,https://i.scdn.co/image/ab67616d0000b273ae373174b14e3eac81554402,5j4HeCoUlzhfWtjAfM1acR,3605645,french pop,79,https://i.scdn.co/image/ab6761610000e5ebcc129f1c9b5047760d66aae2
LosTBring Me The Horizon,LosT,Bring Me The Horizon,5/4/2023,2023,GBARL2202050,4325,20.2,96922687,25703,6529841,63,22161743,344869,16627,2837050,23536012,1762760,19,26789,19,8,118282,25,611452,347,,213968,1,,,,,,,,,,,,,,,,
Check It OutParmish Verma,Check It Out,Parmish Verma,6/27/2023,2023,DGA052307798,4341,20.2,99237146,7075,3974177,67,113013875,1174863,784,18168,233947,16777928,6,125,,,,14,,,,12533,0,,,,,,,,,,,,,,,,
SOLOJENNIE,SOLO,JENNIE,11/12/2018,2018,KRA401800139,4339,20.2,622229689,39229,14905468,67,449312389,7193977,1262636,122133236,1166486496,4537253,21,6704,14,14,58126,16,7169594,12604,,1499180,0,somber,95,D♯/E♭­,minor,high energy,very danceable,4,2wVDWtLKXunswWecARNILj,SOLO,69,https://i.scdn.co/image/ab67616d0000b27362e6288a5887b95176cca29e,250b0Wlc5Vk0CoUsaCY84M,8418354,k-pop,81,https://i.scdn.co/image/ab6761610000e5ebcab652097be01bf194cdf11d
Good For YouSelena Gomez,Good For You,Selena Gomez,6/22/2015,2015,USUM71508741,4342,20.2,701552110,49025,16106848,60,581362473,4012591,9165,19790131,155603416,237611619,120,289,130,31,160523,22,393712904,153528,,5461184,0,,89,,,energy,danceable,,5xdVqHtFS0eLuNp4Z8Wbpa,Revival (Deluxe),73,https://i.scdn.co/image/ab67616d0000b2736bc7473df6c9d1fd90972e84,0C8ZW7ezQVs4URX5aX7Kqx,51613263,pop,82,https://i.scdn.co/image/ab6761610000e5ebc3c753851496854e29abff7a
Sigues Con ElDï¿½ï¿½melo,Sigues Con El,Dï¿½ï¿½melo,12/13/2019,2019,QMFME1942300,4331,20.2,582595821,71602,18990583,60,212809052,1189005,88219,11379520,121455982,16446365,44,17361,,25,203043,35,84749488,14731,,1294402,0,,,,,,,,,,,,,,,,
