Track_Artist,Track,Artist,Release Date,Release Year,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Stimmung,Tempo,Key,Mode,Energy,Danceability,Beats per Bar,Track-URI,Album,Track-Popularity,Track-Bild,Artist-URI,Follower,Genre,Popularity,Artist-Bild
Amor TumbadoNatanael Cano,Amor Tumbado,Natanael Cano,12/24/2019,2019,USDXS1911811,2706,27,413743535,3998,7003058,73,420669522,2712590,143494,22305613,152431204,15959347,19,210,42,5,36707,15,31804920,42137,25393281,750571,0,,200,C♯/D♭­,minor,high energy,somewhat danceable,3,5aJ1M43pinROpwaPnO8KRj,Mi Nuevo Yo,74,https://i.scdn.co/image/ab67616d0000b273a181306e44fc25b48f4a3e39,0elWFr7TW8piilVRYJUe4P,17445183,corridos tumbados,88,https://i.scdn.co/image/ab6761610000e5eb7e2078873c8ccd9f968de1cf
New Gold (feat. Tame Impala and Bootie Brown)Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,8/31/2022,2022,GBAYE2200462,2723,27,155399041,62013,13710934,60,32481842,684033,21669,11544855,135832597,1424027,26,53724,44,14,128215,32,5895530,1892,,562309,1,,,,,,,,,,,,,,,,
MANIACVIVIZ,MANIAC,VIVIZ,11/2/2023,2023,KRA382321414,2718,27,77590300,6575,6127218,,94172195,738147,3247,22942690,170046435,572720093,7,,,1,151363,,,,,168452,0,,,,,,,,,,,,,,,,
Don't MindKent Jones,Don't Mind,Kent Jones,1/1/2016,2016,USSM11603011,2725,27,416147244,591,10161185,59,179143462,1567574,6149383,38201187,188910778,51485355,72,264,,17,71207,2,271379282,186183,,7577629,1,,,,,,,,,,,,,,,,
DientesJ Balvin,Dientes,J Balvin,9/15/2023,2023,QZM5U2300388,2721,27,38622215,13808,12799845,4,16445144,2477,1894,2705205,59118842,100931285,29,61312,685,30,498777,17,1106891,375,,1517721,1,,,,,,,,,,,,,,,,
Look Alive (feat. Drake)BlocBoy JB,Look Alive (feat. Drake),BlocBoy JB,2/9/2018,2018,USWB11800211,2717,27,982424606,140455,29753134,63,123104265,916112,212758,13785747,172191863,1009012,24,4247,421,12,18818,25,356636322,99595,,2879816,1,upbeat,140,A♯/B♭­,major,average energy,very danceable,4,6HJ34Zyw6bg8yGm28AxLXf,Simi,66,https://i.scdn.co/image/ab67616d0000b27359ba1bf8385cb016e62a26c0,4TEJudQY2pXxVHPE3gD2EU,1401288,memphis rap,56,https://i.scdn.co/image/ab6761610000e5eb600f823b07af7fdd65a6b877
Wake Up! (feat. Juice WRLD)Ski Mask The Slump God,Wake Up! (feat. Juice WRLD),Ski Mask The Slump God,6/7/2024,2024,USUM72406359,2707,27,2886460,470,4717544,,32908,29751,,,,,,1,,,,,3173,5,260469,,1,,,,,,,,,,,,,,,,
Midnight RainTaylor Swift,Midnight Rain,Taylor Swift,10/21/2022,2022,USUG12205712,2714,27,658208129,3673,23499391,72,83795730,75721,86657,36893385,256300464,2047640,26,2505,9,2,124794,26,9631678,8584,,334608,0,,,,,,,,,,,,,,,,
"Lagdi Lahore Di (From ""Street Dancer 3D"")Guru Randhawa","Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,1/15/2020,2020,INS182000105,2713,27,112851903,8311,4416840,61,540940484,2901887,2918900,17299421,295549159,169513706,7,531,,,,3,,,,125294,0,,,,,,,,,,,,,,,,
Boo'd UpElla Mai,Boo'd Up,Ella Mai,10/12/2018,2018,USUM71814738,2726,27,79783827,9749,2909695,53,606083529,3884982,,,,97390609,21,345,,9,474845,,303470045,326293,,4230367,0,,,,,,,,,,,,,,,,
A Mï¿Rels B,A Mï¿,Rels B,2/21/2019,2019,QM4TW1987698,2716,27,631152992,82632,15285194,76,655475553,3056895,1546,53883893,353157722,,16,1313,,12,222155,10,219368,1301,,1136830,0,,,,,,,,,,,,,,,,
Buttabomma - TeluguArmaan Malik,Buttabomma - Telugu,Armaan Malik,12/24/2019,2019,INA091916753,2722,27,92120986,8924,2240190,56,981723299,6195434,,16396111,219466261,,8,18,,,,4,9207,532,,15696,0,exuberant,115,B,minor,high energy,very danceable,4,0dnDTvdUco2UbaBjUtPxNS,Ala Vaikunthapurramuloo,60,https://i.scdn.co/image/ab67616d0000b27363118748c712b6ac32c0feec,4IKVDbCSBTxBeAsMKjAuTs,22903489,hindi pop,73,https://i.scdn.co/image/ab6761610000e5ebc5911f22814f270d5004ae53
Burn It DownParker McCollum,Burn It Down,Parker McCollum,5/12/2023,2023,USUM72223494,2737,26.9,42332727,7018,6690589,65,23741737,116972,3495,835693,14014956,479304859,22,139251,5,6,1675871,16,36872121,7254,,307193,0,,,,,,,,,,,,,,,,
Tu Fanmafalda cardenal,Tu Fan,mafalda cardenal,5/26/2023,2023,QZMZ92325070,2735,26.9,65670361,8193,4692658,66,96035934,736076,6085,55379246,493111688,37699119,2,613,,,,,,,,46725,0,,,,,,,,,,,,,,,,
Whole Lotta ChoppasSada Baby,Whole Lotta Choppas,Sada Baby,8/14/2020,2020,US39N2000446,2731,26.9,55312275,16559,2391593,45,39808873,574179,5063590,297105838,2188871458,6182,19,5395,186,3,155,,4746084,9297,,732768,1,somber,128,C♯/D♭­,major,high energy,very danceable,4,6hLZzCS4E7AWo3PRBWy6az,Whole Lotta Choppas,47,https://i.scdn.co/image/ab67616d0000b2733d464e9d0259a16477cc2cba,2JSwnwAT1BupAQkhqcRCUw,531673,,55,https://i.scdn.co/image/ab6761610000e5eb4308952299050411e9a9dc2a
HeartlessKanye West,Heartless,Kanye West,1/1/2008,2008,USUM70840511,2738,26.9,1315577954,26177,60550990,79,366241783,2719377,164714,32605436,250337316,105077315,96,18653,67,26,207876,10,587055437,418628,54924850,3795507,0,upbeat,88,A♯/B♭­,minor,high energy,very danceable,4,4EWCNWgDS8707fNSZ1oaA5,808s & Heartbreak,83,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,5K4W6rqBFWDnAN6FQUkS6x,28850039,rap,92,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a
Galaxy ExpressD Gerrard,Galaxy Express,D Gerrard,1/5/2024,2024,THW092305121,2732,26.9,20710234,1513,1465628,61,89001571,370896,,,,736027111,7,1203,,,,,405,,,58364,0,,,,,,,,,,,,,,,,
SkateBruno Mars,Skate,Bruno Mars,7/30/2021,2021,USAT22104222,2733,26.9,248947222,70726,16159530,63,129102965,1676120,1494,372385,5258682,747385177,95,122909,20,51,781953,36,15760107,7726,,1701042,0,,,,,,,,,,,,,,,,
MercyShawn Mendes,Mercy,Shawn Mendes,8/18/2016,2016,USUM71603531,2727,26.9,1351515181,114379,33997882,74,602907962,5996722,154068,27390411,169125285,17674579,14,54431,245,33,12515,23,216511252,93292,90394,5017015,0,somber,148,B,minor,high energy,somewhat danceable,4,0AS63m1wHv9n4VVRizK6Hc,Illuminate (Deluxe),78,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,7n2wHs1TKAczGzO7Dd2rGr,44179116,pop,83,https://i.scdn.co/image/ab6761610000e5eb58b4b9419486550f6fda0535
Dame Tu Cosita (feat. Cutty Ranks)El Chombo,Dame Tu Cosita (feat. Cutty Ranks),El Chombo,4/15/2018,2018,FR6Q11800035,2729,26.9,47325533,11423,1899926,54,585319992,2136542,5161110,484259534,6695334604,,3,6147,13,2,428,,328189,11258,,580948,0,upbeat,110,D,major,high energy,very danceable,4,09SNuR471zu5nVvC4IVG8j,Dame Tu Cosita (feat. Cutty Ranks),64,https://i.scdn.co/image/ab67616d0000b27387bb3e23ce2c48c8fdd44ec8,6iSZjc4kOoKZKiBXK5HbwD,175491,champeta,56,https://i.scdn.co/image/ab6761610000e5ebb7b5ecbde7c9be48910a3fba
Enemy - from the series Arcane League of LegendsImagine Dragons,Enemy - from the series Arcane League of Legends,Imagine Dragons,10/27/2021,2021,USUM72120989,2728,26.9,313209345,57092,6389142,65,,,33762,17669829,145431218,,6,,,1,173,1,24726484,20793,,9602713,0,,,,,,,,,,,,,,,,
Dear JohnWild Child,Dear John,Wild Child,3/31/2023,2023,QMB622200356,273,26.9,271785,152,7172,21,281209604,1652039,,,,483188,,365,,,,,7503,,,,0,,,,,,,,,,,,,,,,
Mount EverestLabrinth,Mount Everest,Labrinth,6/21/2019,2019,GBHMU1800032,2734,26.9,612159812,128472,33056872,72,218832200,3089060,911853,458425066,3490816416,3238676,32,34,301,23,112133,14,,,,4948372,1,,89,C,minor,average energy,somewhat danceable,4,1ZdhOMWyFR8Iv9eylMGYg2,Imagination & the Misfit Kid,77,https://i.scdn.co/image/ab67616d0000b273e4c03429788f0aff263a5fc6,2feDdbD5araYcm6JhFHHw7,3417680,,76,https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f
Escï¿½ï¿½nııengo Flow,Escï¿½ï¿½n,ııengo Flow,8/25/2023,2023,QZ7R42353128,2736,26.9,63748913,11841,9184869,60,109386782,532629,137,438906,4695060,434486494,4,481,113,4,34988,,306518,289,420845,202893,1,,,,,,,,,,,,,,,,
LAISSE MOIKeBlack,LAISSE MOI,KeBlack,9/8/2023,2023,DGA092316630,2743,26.8,76805130,12362,2698463,,62061765,290394,110539,21137395,261958744,196973081,7,12888,,17,6791140,17,587,,276434,972269,1,,,,,,,,,,,,,,,,
This Is The LifeLIZOT,This Is The Life,LIZOT,10/13/2023,2023,DEUM72311113,275,26.8,72773866,23003,14286816,71,5868964,68984,,,,,15,1222,,21,317385,9,,,2575572,209235,0,,,,,,,,,,,,,,,,
Baianï¿Bakermat,Baianï¿,Bakermat,7/26/2019,2019,NLE801900440,2739,26.8,402771910,128641,26735486,73,131360082,1357948,386586,71432760,1028129238,251574,76,20908,,84,7706000,,1576753,3177,10115777,3135726,0,,,,,,,,,,,,,,,,
Homicide (feat. Eminem)Logic,Homicide (feat. Eminem),Logic,5/3/2019,2019,USUM71908267,2751,26.8,526019789,102549,19459269,64,272873622,4245401,8436,2207422,21779736,3146026,16,881,,10,32864,6,67610754,58919,21666713,850346,1,upbeat,140,C♯/D♭­,major,high energy,very danceable,4,7M2tXmeS15NAzEn7ABFeBg,Confessions of a Dangerous Mind,66,https://i.scdn.co/image/ab67616d0000b27341c0ad3e39388ab332ffb023,4xRYI6VqpkE3UwrDrAZL8L,6110012,,73,https://i.scdn.co/image/ab6761610000e5eb94678f7d5353a9b680f60d23
More Than My HometownMorgan Wallen,More Than My Hometown,Morgan Wallen,4/17/2020,2020,QZ22S1800117,2755,26.8,503296417,55067,8724047,74,198319407,66511,101364,12089070,124574139,360980228,27,114836,31,3,3237,9,183787853,38592,4962564,986413,0,,126,,,energy,danceable,,5OELUCYgOHKFAvCERnAvfS,Dangerous: The Double Album,75,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca,4oUHIQIBe0LHzYfvXNW4QM,11651642,country,89,https://i.scdn.co/image/ab6761610000e5ebdf42c758479fe40372584e77
Work OutJ. Cole,Work Out,J. Cole,7/4/2011,2011,USQX91100801,274,26.8,955547971,199078,33681550,76,310902280,2357811,8323,15376388,130023976,7369620,42,864,92,13,46065,9,732322744,6968,,5104518,1,,93,,,energy,danceable,,2wAJTrFhCnQyNSD3oUgTZO,Cole World: The Sideline Story,78,https://i.scdn.co/image/ab67616d0000b27399da48a530f6ca2ef86da3cc,6l3HvQ5sa6mXTsMTB19rO5,25501902,rap,86,https://i.scdn.co/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc
SolteraLunay,Soltera,Lunay,10/25/2019,2019,USA2P1955945,2744,26.8,170646969,5488,1084442,47,990507015,5312366,,,,298488940,5,3645,2,,,,13794016,6494,,,0,exuberant,92,F,major,high energy,very danceable,4,4t9a07PAghtQMRAIP9FQ7Z,Épico,74,https://i.scdn.co/image/ab67616d0000b273fddcbb546dd3440b1897c4c7,47MpMsUfWtgyIIBEFOr4FE,9748113,reggaeton,71,https://i.scdn.co/image/ab6761610000e5ebaf9e096cfe63bb5115890cb9
Fall In Love AloneStacey Ryan,Fall In Love Alone,Stacey Ryan,5/13/2022,2022,USUG12202833,2746,26.8,250626750,28158,11808223,66,42387613,401947,1724955,158358329,1888735985,18603572,17,14448,7,8,296083,2,90855,566,,438027,0,,,,,,,,,,,,,,,,
Huntinï¿½ï¿½ï¿½ WJ. Cole,Huntinï¿½ï¿½ï¿½ W,J. Cole,4/5/2024,2024,USUG12402405,2747,26.8,36972292,5914,4824184,,7753794,139155,,,,399839,3,56,,,,,1780082,576,,66418,1,,,,,,,,,,,,,,,,
Plain JaneA$AP Ferg,Plain Jane,A$AP Ferg,8/4/2017,2017,USRC11701803,2752,26.8,733772721,146447,26777778,65,251008598,3281866,1638742,86025556,707393379,4519334,104,362,28,13,60539,15,98462005,71224,,7570376,1,,,,,,,,,,,,,,,,
ORANGE SODABaby Keem,ORANGE SODA,Baby Keem,7/16/2019,2019,QM6N21900076,2745,26.8,676690653,183862,33470385,73,69181584,992247,62163,26055931,203414980,70684,34,9442,3,8,26697,2,12499559,25352,,1211769,1,melancholic,85,C♯/D♭­,major,average energy,very danceable,4,5FkoSXiJPKTNyYgALRJFhD,DIE FOR MY BITCH,75,https://i.scdn.co/image/ab67616d0000b273683757f1fd40a7f7ef64bec1,5SXuuuRpukkTvsLuUknva1,2757470,,77,https://i.scdn.co/image/ab6761610000e5ebd6f2323c1971fd5a70cd0255
Clap For 'Em (feat. Flo Milli & Sada Baby)YungManny,Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,3/20/2021,2021,USRC12003901,2753,26.8,21634137,6881,1871089,40,1198045,19492,4857888,200277564,1553141547,,10,62,11,5,12192,,670016,1356,,282245,1,,,,,,,,,,,,,,,,
RighteousJuice WRLD,Righteous,Juice WRLD,4/24/2020,2020,USUG12000979,2749,26.8,553627198,108088,18837961,64,293505196,3213599,79391,5994142,43552260,48193048,32,298,31,12,64179,6,36471765,20123,,672702,1,,143,,,energy,danceable,,5dOxHHMOFAbG3VH23t0xNm,Legends Never Die,71,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,4MCBfE4596Uoi2O4DtmEMz,37967269,melodic rap,91,https://i.scdn.co/image/ab6761610000e5eb01ab50f1479f24a42804efd8
Tï¿½ï¿½Ozuna,Tï¿½ï¿½,Ozuna,8/25/2017,2017,USXDR1700551,2742,26.8,500508660,3136,12078276,68,978838486,4506721,7743,14707010,136354987,151743372,12,5291,65,2,41455,6,167609560,68009,,1325578,0,,,,,,,,,,,,,,,,
Casei Com a PutariaMc Paiva ZS,Casei Com a Putaria,Mc Paiva ZS,7/1/2022,2022,BXKG22200702,2748,26.8,255564797,31242,9239751,63,264486017,1523924,46722,23505507,183685728,173994448,,43,,23,2170095,7,,,,,1,,,,,,,,,,,,,,,,
9mmMemphis Cult,9mm,Memphis Cult,2/23/2023,2023,UKEX32307199,2754,26.8,157826873,34124,27264746,4,33874675,706576,564,4356,587731,,5,2,,1,70402,,,,5331366,1530751,1,,,,,,,,,,,,,,,,
SOLO - LiveBLACKPINK,SOLO - Live,BLACKPINK,8/30/2019,2019,KRA401900098,2741,26.8,6197708,428,185336,26,1100441738,18179095,492,63986,421369,104659155,,4,,,,,184239,1661,,5791,0,somber,95,D♯/E♭­,minor,high energy,somewhat danceable,4,40HHE2cHpWC3JajQytQUtD,BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL (Live),29,https://i.scdn.co/image/ab67616d0000b273b64959a23f88cff1370b602a,41MozSoPIsD1dJM0CLPjZF,52576186,k-pop,79,https://i.scdn.co/image/ab6761610000e5ebc9690bc711d04b3d4fd4b87c
Envy MeCalboy,Envy Me,Calboy,9/13/2018,2018,USHM91813257,2759,26.7,492873992,866,11849689,58,319720084,2660740,844804,132042330,1010801789,7334207,23,44994,106,13,355605,9,170122692,17263,,2325132,1,,149,B,major,average energy,somewhat danceable,4,7rvyVWja33WG9R97oeJAjx,Wildboy,60,https://i.scdn.co/image/ab67616d0000b2735f75220f317b41171e88209e,0HkcYmcjrBR3SCw9Ld5VZk,901034,melodic rap,53,https://i.scdn.co/image/ab6761610000e5eb399e66766e938b7bed3a9793
DEJA VULuan Santana,DEJA VU,Luan Santana,12/7/2023,2023,BR27R2300050,2762,26.7,117285775,5157,14287746,,74303022,525485,,,,1329005783,16,2808,,41,10451762,17,,,,79791,0,,,,,,,,,,,,,,,,
Gï¿½ï¿½rFatih Bulut,Gï¿½ï¿½r,Fatih Bulut,3/8/2024,2024,TRBIY2400022,277,26.7,11315262,557,765288,,53172804,172426,,,,83084501,2,,,1,1566667,,,,,94321,0,,,,,,,,,,,,,,,,
vendetta!MUPP,vendetta!,MUPP,5/20/2022,2022,QM4TX2285434,2773,26.7,317919778,77387,27153082,68,51618223,617981,116,6821906,60936894,28998158,17,,,3,9128,,3261038,254,,825474,1,,,,,,,,,,,,,,,,
Tï¿½ï¿½ OK (ReDENNIS,Tï¿½ï¿½ OK (Re,DENNIS,8/3/2023,2023,BRSME2301107,2775,26.7,112629182,13995,21476863,68,45525215,60458,3673,37624994,569736479,21091552,16,3689,,43,1673614,29,5997084,1423,,488961,0,,,,,,,,,,,,,,,,
I'll Be WaitingCian Ducrot,I'll Be Waiting,Cian Ducrot,11/10/2022,2022,GBUM72205880,2756,26.7,185042019,41058,8054809,62,35977202,48249,923,7073614,68670799,143011080,35,78838,189,19,88224,2,1099976,146,1809877,958912,0,,,,,,,,,,,,,,,,
Admirin' You (feat. Preston Pablo)Karan Aujla,Admirin' You (feat. Preston Pablo),Karan Aujla,8/1/2023,2023,CAW112300241,276,26.7,97989585,11146,3310108,63,102363097,1045313,,,,,16,663,,1,117,19,25772,17,2727014,157502,0,,,,,,,,,,,,,,,,
Untitled #13Glwzbll,Untitled #13,Glwzbll,4/4/2023,2023,RUA1D2328942,2757,26.7,32244050,12908,2414592,58,103148536,1493640,549545,144496419,1579523296,,1,1,,,,,,,1411078,416085,0,,,,,,,,,,,,,,,,
El Belicï¿½Peso Pluma,El Belicï¿½,Peso Pluma,2/4/2022,2022,QMFMF2141501,2767,26.7,254275891,27949,5762358,64,326775934,1525536,659,15883571,217432850,3365559,10,15,1,,,15,25341310,7579,,488932,1,,,,,,,,,,,,,,,,
imgonnagetyoubackTaylor Swift,imgonnagetyouback,Taylor Swift,4/19/2024,2024,USUG12402541,2764,26.7,88244010,2659,8584946,,7381186,96742,5844,1925300,14644000,,9,91,,1,2117,13,1597647,490,,32559,0,,,,,,,,,,,,,,,,
Roses (with Juice WRLD feat. Brendon Urie)benny blanco,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,12/5/2018,2018,USUM71820961,2772,26.7,475881575,74084,11532863,57,40942190,516795,11387,3941871,41147911,1118318,24,232,,13,40167,,65695069,80691,67874316,710406,1,,147,G♯/A♭­,major,average energy,very danceable,4,1KVczjazCcCCgM3gXXUl47,FRIENDS KEEP SECRETS,63,https://i.scdn.co/image/ab67616d0000b273693dbf001d5b2d06ad9e5f4d,5CiGnKThu5ctn9pBxv7DGa,1299112,,78,https://i.scdn.co/image/ab6761610000e5eb860c37890942e05e58c19372
BANZAI!Kazuo,BANZAI!,Kazuo,12/24/2022,2022,JPWP02202338,2769,26.7,118164,91,607,10,341971709,1203797,4,2599,20739,8732,,11,,,,,,,,,1,,,,,,,,,,,,,,,,
One Thing RightMarshmello,One Thing Right,Marshmello,6/21/2019,2019,US6XF1800275,2763,26.7,545011148,69335,15972797,65,312775703,3080420,134588,17058045,170167441,261719017,75,40925,56,64,349555,28,209791942,115849,,3044970,0,,88,E,major,average energy,somewhat danceable,4,7gZXCjAy6nxKCQWLEeX4LZ,One Thing Right,73,https://i.scdn.co/image/ab67616d0000b2738ed6845745db21e6c956ab1d,64KEffDW9EtZ1y2vBYgq8T,34039725,edm,83,https://i.scdn.co/image/ab6761610000e5eb53ca421f91678c26b4f15512
Wildest DreamsTaylor Swift,Wildest Dreams,Taylor Swift,1/1/2014,2014,USCJY1431379,2771,26.7,964058806,102916,33415141,70,930982185,5528129,339413,137427132,1025978293,1227241692,76,5572,150,9,130475,6,450171421,240224,,5306715,0,,140,G♯/A♭­,major,high energy,somewhat danceable,4,3fVnlF4pGqWI9flVENcT28,1989,72,https://i.scdn.co/image/ab67616d0000b273b7e976d2b35c767f9012cb72,06HL4z0CvFAxyc27GXpf02,130662950,,98,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676
Calling For You (feat. 21 Savage)Drake,Calling For You (feat. 21 Savage),Drake,10/6/2023,2023,USUG12306068,2758,26.7,74265576,23221,3122350,,,,,,,,6,2407,,5,157363,,795559,695,3639035,163845,1,,,,,,,,,,,,,,,,
Like ThatFuture,Like That,Future,3/22/2024,2024,USSM12402041,14,308.2,355186436,43025,108168634,88,98081493,1456177,,,,174491415,153,90237,3,55,3001826,109,26252264,18364,12038034,1963314,1,,,,,,,,,,,,,,,,
What About UsP!nk,What About Us,P!nk,8/10/2017,2017,USRC11701586,2765,26.7,788403596,7926,39889584,70,508358793,3107893,38617,22964606,215488504,97454332,117,127448,51,68,904824,34,240715082,66928,,8147466,0,,,,,,,,,,,,,,,,
On The FloorJennifer Lopez,On The Floor,Jennifer Lopez,1/1/2011,2011,USUM71100721,2768,26.7,456241170,89265,34214641,69,2333347395,9971513,341638,171375947,1446146402,1770256542,70,415,48,51,1139278,24,,,,243509,0,,130,D♯/E♭­,minor,high energy,very danceable,4,3C0nOe05EIt1390bVABLyN,Love?,78,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,2DlGxzQSjYe5N6G9nkYghR,13408851,,76,https://i.scdn.co/image/ab6761610000e5ebdc125248f01efbffd4efaaf4
Mentalitï¿Baby Gang,Mentalitï¿,Baby Gang,6/17/2022,2022,ITC6Q2200040,2761,26.7,120605300,50347,2257680,66,116373773,1063920,316335,18244859,261974228,33886375,6,157,,3,616,8,,,,1812780,1,,,,,,,,,,,,,,,,
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,9/28/2018,2018,USUG11801723,2766,26.7,1569891590,1333,51381606,66,384590913,3935031,592538,46194014,530240861,103487881,,325,124,35,44351,70,,,,,1,,,,,,,,,,,,,,,,
Captain HookMegan Thee Stallion,Captain Hook,Megan Thee Stallion,3/6/2020,2020,QMCE32000098,2787,26.6,199063354,27343,10046715,59,140058306,1231359,2880229,128729922,1039448470,1402732,30,1605,50,9,49722,12,56991073,64313,14093735,692819,1,,164,A♯/B♭­,minor,high energy,very danceable,4,1E3VQQWFQAPJkXfYHjqWoI,Suga,59,https://i.scdn.co/image/ab67616d0000b27320fbc17fcb9376bc76a1b510,181bsRPaVXVlUKXrxwZfHK,10106497,,81,https://i.scdn.co/image/ab6761610000e5eba300c2e412844ab60e397b1b
ııııııııııııııııııııııııııııııııııııııııııııııııııııııııııııııııııDjpaoremix,ıııııııııııııııııııııııııııııııııııııııııııııııııııııııııııııııııı,Djpaoremix,2/3/2023,2023,QZDA42300052,2792,26.6,134274,70,497,,6873380,41796,2100000,20188963,379926509,,,,,,,,,,,3926,0,,,,,,,,,,,,,,,,
I'll Be ThereRobin Schulz,I'll Be There,Robin Schulz,10/13/2023,2023,DEA622302401,2789,26.6,21067560,4684,9704010,,8446909,70328,,253568,3385213,33125935,21,108458,19,17,5754915,12,35204,22,,633019,0,,,,,,,,,,,,,,,,
Heavy stunts (with Don Toliver)Yeat,Heavy stunts (with Don Toliver),Yeat,5/3/2024,2024,USUM72405093,2777,26.6,11680886,2796,4428363,,,,,,,,4,26,2,,,9,2344,54,1125902,28986,1,,,,,,,,,,,,,,,,
Time TodayMoneybagg Yo,Time Today,Moneybagg Yo,2/3/2021,2021,USUM72101019,2785,26.6,191071471,61218,9916175,65,109977159,1028822,60304,8245826,67883730,64439007,53,144521,676,8,74205,11,147467680,30372,,1381684,1,somber,137,C♯/D♭­,major,high energy,very danceable,4,0YrKSfpvflYnLSBd4Jtu6J,A Gangsta’s Pain,69,https://i.scdn.co/image/ab67616d0000b273b9ba23c2a9edf6f4b7e48bed,3tJoFztHeIJkJWMrx0td2f,4828188,memphis rap,75,https://i.scdn.co/image/ab6761610000e5eb6d2f8e8fbf5b13b1baa1eeff
Hold Me While You WaitLewis Capaldi,Hold Me While You Wait,Lewis Capaldi,5/3/2019,2019,DEUM71900680,279,26.6,793528511,99106,36201454,70,318332999,2522360,191871,22545934,140058016,195,46,685,98,22,48891,11,76501913,40602,,3493866,0,melancholic,107,B,major,average energy,very danceable,4,60iSKGrGazRzICtMjADNSM,Divinely Uninspired To A Hellish Extent,74,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,4GNC7GD6oZMSxPGyXy4MNB,13179777,soft pop,79,https://i.scdn.co/image/ab6761610000e5ebea7538654040e553a7b0fc28
messy in heavenvenbee,messy in heaven,venbee,9/23/2022,2022,GBARL2201891,2779,26.6,120785398,45503,9878550,59,25495861,202181,24429,3729330,64940140,330803,34,62413,231,17,214166,26,836667,276,6455224,742291,0,,,,,,,,,,,,,,,,
MaquillajeRenn,Maquillaje,Renn,1/10/2024,2024,QZZ662405291,2776,26.6,71320813,6751,23980309,76,42538475,287894,,760808,7603158,22607618,5,1952,,17,817857,13,32907,116,,428764,1,,,,,,,,,,,,,,,,
ShiverJohn Summit,Shiver,John Summit,2/14/2024,2024,USUG12401003,2788,26.6,30048265,7304,26556055,,5098200,65463,,,,50446943,26,12133,50,12,281673,55,1813290,438,1276726,268143,0,,,,,,,,,,,,,,,,
Novidade na ï¿½ï¿Mc Livinho,Novidade na ï¿½ï¿,Mc Livinho,6/23/2023,2023,BCDMP2300045,2794,26.6,191234818,26907,12302377,64,67753459,593702,,,,95148914,14,297,,21,311304,6,,,,242735,1,,,,,,,,,,,,,,,,
Coming for You (feat. A1 x J1)SwitchOTR,Coming for You (feat. A1 x J1),SwitchOTR,10/29/2021,2021,GBARL2101712,2786,26.6,169896142,75491,4711796,56,75289061,945215,897591,130156421,1737382885,40640524,13,7525,,9,3003,4,,,,1055110,1,,,,,,,,,,,,,,,,
Toxic PonyALTï¿½ï,Toxic Pony,ALTï¿½ï,1/21/2022,2022,USRC12200203,2783,26.6,103232015,33577,15250725,60,9695261,155015,2254200,271083554,2866098547,,13,23216,73,6,35415,6,6187775,3305,,575418,0,,,,,,,,,,,,,,,,
GreyYung Filly,Grey,Yung Filly,1/26/2024,2024,GBAHT2400033,278,26.6,48858795,9713,6487656,,14953162,318976,,6799,7540800,70543438,18,2166,,10,89729,1,,,1459822,215596,0,,,,,,,,,,,,,,,,
Aquï¿½ï¿½ AChristian Nodal,Aquï¿½ï¿½ A,Christian Nodal,7/10/2020,2020,MXUM72006101,2791,26.6,423313161,33148,12012992,66,597262135,2506019,18138,2257511,35488227,19729407,17,6932,341,15,69476,21,47114049,7626,,902218,0,,,,,,,,,,,,,,,,
WhistleFlo Rida,Whistle,Flo Rida,9/27/2010,2010,USAT21201745,2784,26.6,814272136,180832,45770125,72,731556941,4447478,81387,30075991,257784004,145428852,35,647,35,31,28833,9,504389796,708969,,9104370,0,upbeat,104,C,major,high energy,very danceable,4,3bC1ahPIYt1btJzSSEyyrF,Wild Ones,74,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,0jnsk9HBra6NMjO2oANoPY,8802264,,80,https://i.scdn.co/image/ab6761610000e5eb655ca8f3196953554b479452
